endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,increases,X conversion to Y,glycogen,,,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,catecholamine synthesis,catecholamine secretion,GO:0050432,epinephrine production,epinephrine secretion,GO:0048242,,,,,,,,,,,"epinephrine increases heart rate, blood pressure via alpha and beta adrenergic agonism; acts as neurotransmitter",cell,medulla,adrenal medulla,UBERON:0001236,chromaffin cells,chromaffin cell,CL:0000166,,,,does,X secretion,epinephrine,,,,,,,,,"[0, 140]",units = pg/mL,seconds-hours,,circulatory,,,,,,,,,,,,,response to epinephrine,response to epinephrine,GO:0071871,regulation of systemic arterial blood pressure by epinephrine,regulation of systemic arterial blood pressure by epinephrine,GO:0003047,vasoconstriction,vasoconstriction,GO:0042310,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,,Blood pressure systolic measurement,C01565,Blood pressure diastolic measurement,C01507,Laboratory procedure random glucose measurement,C57974,24 Hour urine cortisol test result value,C57134,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,catecholamine synthesis,catecholamine secretion,GO:0050432,norepinephrine production,norepinephrine secretion,GO:0048243,,,,,,,,,,,norepinephrine increases vascular tone via alpha adrenergic agonism,cell,medulla,adrenal medulla,UBERON:0001236,chromaffin cells,chromaffin cell,CL:0000166,,,,does,X secretion,norepinephrine,,,,,,,,,"[200, 1700]",units = pg/mL,seconds-hours,,circulatory,,,,,,,,,,,,,response to norepinephrine,response to norepinephrine,GO:0071873,regulation of systemic arterial blood pressure by norepinephrine,regulation of systemic arterial blood pressure by norepinephrine,GO:0003048,vasoconstriction,vasoconstriction,GO:0042310,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,,Blood pressure systolic measurement,C01565,Blood pressure diastolic measurement,C01507,Laboratory procedure random glucose measurement,C57974,24 Hour urine cortisol test result value,C57134,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,catecholamine synthesis,catecholamine secretion,GO:0050432,dopamine production,dopamine secretion,GO:0014046,,,,,,,,,,,modulates vascular tone and cardiac contractility via D1 and D2 receptors; involved in mood regulation,cell,medulla,adrenal medulla,UBERON:0001236,chromaffin cells,chromaffin cell,CL:0000166,,,,does,X secretion,dopamine,,,,,,,,,"[0, 30]",units = pg/mL,seconds-hours,,circulatory,,,,,,,,,,,,,reward circuitry,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,,,,,,,,,,,,,,,,,glucose sensing neurons in the hypothalamus regulate feeding and satiety,,ventromedial hypothalamus,ventromedial hypothalamus,UBERON:0001935,glucose-sensing neurons,tanycyte,CL:0002085,,,,,,,,,,,,,,,,,minutes,systemic,systemic,,,,,,,,,,,,,eating behavior trait,eating behavior trait,VT:0001431,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,"glp-1 is an incretin hormone whose release is stimulated by feeding, then goes on to increase insulin secretion",cell,ileum,ileum,UBERON:0002116,L cell,type L enteroendocrine cell,CL:0002279,,,,does,X secretion,glp-1,,,,,,,,,"[1.5, 5.1]","units = pg/L, [1.7, 5.1] for postfeeding, [1.5, 4.2] for fasting",minutes,,circulatory,,,,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,gastric emptying,gastric emptying,GO:0035483,glucagon production,glucagon secretion,GO:0070091,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,glp-1,,,increases,X secretion,insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,,,,,,,,,minutes,circulatory,"paracrine, circulatory",,,,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,gastric emptying,gastric emptying,GO:0035483,glucagon production,glucagon secretion,GO:0070091,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,alpha cell,pancreatic A cell,CL:0000171,glp-1,,,decreases,X secretion,glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,minutes,circulatory,"paracrine, circulatory",,,,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,gastric emptying,gastric emptying,GO:0035483,glucagon production,glucagon secretion,GO:0070091,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,,organ,digestive system,digestive tract,UBERON:0001007,stomach,stomach,UBERON:0000945,glp-1,,,decreases,X export,gastric contents,,,,,,,,,,,minutes,circulatory,intra-organ,,,,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,gastric emptying,gastric emptying,GO:0035483,glucagon production,glucagon secretion,GO:0070091,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,igf-1 production,,,,,,,,,,,,,,,,igf-1 increases growth hormone signaling during sustained fed states,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,,,,does,X secretion,igf-1,,,,,,,,,"[71, 780]","units = ng/mL, [182, 780] for 18-24yo, [114, 492] for 25-39, [90, 360] for 40-54, [71, 290] for 55 and older",minutes,,circulatory,plasma igf-1,,,,,,,,,,,,growth and development,regulation of growth,GO:0040008,insulin sensitivity,regulation of cellular response to insulin stimulus,GO:1900076,response to insulin-like growth factor stimulus,response to insulin-like growth factor stimulus,GO:1990418,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,48,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,igf-1 production,,,,,,,,,,,,,,,,,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,igf-1,Insulin-like growth factor [Mass/volume] in Serum or Plasma,LOINC:2484-4,increases,X secretion,growth hormone,,,,,,,,,,,minutes,circulatory,circulatory,plasma igf-1,,,,,,,,,,,,growth and development,regulation of growth,GO:0040008,insulin sensitivity,regulation of cellular response to insulin stimulus,GO:1900076,response to insulin-like growth factor stimulus,response to insulin-like growth factor stimulus,GO:1990418,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,48,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,igf-1 production,,,,,,,,,,,,,,,,,cell,liver,liver,UBERON:0002107,hepatocyte,hepatocyte,CL:0000182,fed status,,,increases,X secretion,igf-1,,,,,,,,,,,minutes,systemic,circulatory,plasma igf-1,,,,,,,,,,,,growth and development,regulation of growth,GO:0040008,insulin sensitivity,regulation of cellular response to insulin stimulus,GO:1900076,response to insulin-like growth factor stimulus,response to insulin-like growth factor stimulus,GO:1990418,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,48,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,FGF21 production,,,,,,,,,,,,,,,,FGF21 stimulates brown adipose production and promotes lipolysis,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,,,,does,X secretion,FGF21,,,,,,,,,,,minutes,,circulatory,,,,,,,,,,,,,regulation of brown fat cell differentiation,regulation of brown fat cell differentiation,GO:0090335,adaptive thermogenesis,adaptive thermogenesis,GO:1990845,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,48,,,,,,,,,,,,,,,,,,,,,,,
